City,Cloud Cover,Country,Date,Humidity,Lat,Lon,Temp,Wind Speed
Pryozerne,0,UA,1562177758,42,49.42,24.47,69.8,6.71
Kutum,58,SD,1562177758,24,14.2,24.66,89.18,15.01
Pozo Colorado,93,PY,1562177759,68,-23.49,-58.8,62.0,8.14
Hurricane,1,US,1562177769,10,37.18,-113.29,91.99,9.17
Hurricane,1,US,1562177769,10,37.18,-113.29,91.99,9.17
Beira,20,ES,1562177769,69,43.2,-8.36,81.0,6.93
Vila,0,IT,1562177192,54,45.18,8.4,87.01,14.99
Jizan,0,SA,1562177769,67,16.89,42.56,93.2,8.05
Dolzhanskaya,0,RU,1562177769,54,46.63,37.8,78.2,8.81
Karratha,4,AU,1562177770,72,-20.74,116.85,65.42,2.51
Opuwo,0,NA,1562177770,18,-18.06,13.84,62.0,8.01
Colesberg,0,ZA,1562177770,47,-30.72,25.1,45.62,6.15
Nouadhibou,0,MR,1562177770,64,20.93,-17.03,75.2,20.8
Ericeira,40,PT,1562177770,72,38.96,-9.42,73.4,10.29
Alghero,0,IT,1562177611,58,40.56,8.32,86.0,9.17
Ust-Nera,100,RU,1562177771,92,64.57,143.24,42.92,7.23
Ambilobe,35,MG,1562177771,69,-13.19,49.05,74.06,8.37
Tulun,68,RU,1562177771,92,54.56,100.58,60.2,5.35
Tulun,68,RU,1562177771,92,54.56,100.58,60.2,5.35
Remanso,8,BR,1562177771,31,-9.62,-42.08,90.62,7.25
Kharp,20,RU,1562177771,66,66.82,65.8,69.2,5.97
Aklavik,40,CA,1562177772,63,68.22,-135.01,62.6,6.93
Orotukan,100,RU,1562177772,72,62.26,151.67,52.82,5.86
Nizwa,5,OM,1562177772,46,22.93,57.53,84.68,2.08
Nizwa,5,OM,1562177772,46,22.93,57.53,84.68,2.08
Okhotsk,100,RU,1562177578,87,59.36,143.24,48.32,12.62
Lerwick,75,GB,1562177772,93,60.15,-1.15,51.8,8.05
Beyla,69,GN,1562177773,92,8.69,-8.65,76.94,4.7
Stepnyak,99,KZ,1562177773,92,52.83,70.79,54.98,9.66
Itarema,6,BR,1562177522,64,-2.92,-39.92,84.68,10.94
Cermik,0,TR,1562177587,26,38.14,39.45,82.4,1.12
Fara in Sabina,0,IT,1562177773,35,42.21,12.73,91.4,6.93
Rundu,0,NA,1562177773,19,-17.91,19.77,69.8,3.36
Himi,100,JP,1562177773,97,36.86,136.97,72.0,10.6
Choszczno,0,PL,1562177774,42,53.17,15.42,64.99,16.11
Los Llanos de Aridane,20,ES,1562177774,69,28.66,-17.92,73.4,19.46
Anshun,34,CN,1562177774,92,26.25,105.93,62.54,4.52
Anshun,34,CN,1562177774,92,26.25,105.93,62.54,4.52
Marquette,40,US,1562177774,33,46.54,-87.4,86.0,4.7
Scarborough,1,GB,1562177655,63,54.28,-0.41,71.01,8.05
Camocim,42,BR,1562177618,81,-2.9,-40.84,81.98,7.72
Conceicao do Araguaia,38,BR,1562177775,37,-8.26,-49.26,90.62,7.54
Volgograd,0,RU,1562177775,50,48.71,44.52,78.01,4.47
Baruun-Urt,67,MN,1562177775,49,46.68,113.28,67.04,5.06
Avon Park,40,US,1562177598,56,27.6,-81.51,96.8,4.7
Buraydah,0,SA,1562177775,18,26.33,43.97,102.2,5.82
Galdar,20,ES,1562177775,57,28.15,-15.65,75.99,32.21
Galdar,20,ES,1562177775,57,28.15,-15.65,75.99,32.21
Namibe,0,AO,1562177698,92,-15.19,12.15,69.56,1.77
Oga,40,IT,1562177776,63,46.46,10.35,64.0,11.41
Borba,0,BR,1562177776,38,-4.39,-59.59,94.22,4.09
Xining,99,CN,1562177776,79,36.62,101.77,46.52,2.06
Moerai,0,PF,1562177729,69,-22.43,-151.33,67.94,27.4
Mae Ramat,100,TH,1562177786,99,16.98,98.52,71.18,2.26
Dingle,100,PH,1562177721,86,11.0,122.67,75.68,3.22
Buala,15,SB,1562177786,83,-8.15,159.59,79.1,8.84
San Lazaro,75,BZ,1562177787,70,18.04,-88.66,87.8,5.82
Chake Chake,0,TZ,1562177787,75,-5.25,39.77,78.92,21.14
Singkang,75,MY,1562177787,94,2.1,102.8,78.8,10.18
Hamilton,75,CA,1562177597,69,43.26,-79.87,87.01,5.82
Paraibano,67,BR,1562177787,40,-6.43,-43.99,90.08,5.32
Kurchum,48,KZ,1562177787,65,48.57,83.65,62.9,8.66
Nishihara,40,JP,1562177788,94,35.74,139.53,78.01,10.29
Suleja,40,NG,1562177604,70,9.18,7.18,84.2,6.93
Artyom,75,RU,1562177788,100,43.36,132.19,60.8,6.64
Artyom,75,RU,1562177788,100,43.36,132.19,60.8,6.64
Dawlatabad,0,AF,1562177788,22,36.41,64.91,76.22,8.52
Vila do Maio,40,CV,1562177788,51,15.13,-23.22,86.0,14.99
Kupang,37,ID,1562177208,75,-10.16,123.6,75.32,16.62
Kenai,1,US,1562177789,63,60.55,-151.26,72.0,8.05
Southbridge,40,US,1562177691,42,42.08,-72.03,91.99,4.7
Russell,1,US,1562177789,54,38.9,-98.86,84.99,13.87
Te Anau,84,NZ,1562177600,79,-45.41,167.72,41.66,3.85
Cabadiangan,75,PH,1562177789,88,10.45,123.98,78.8,3.36
Minas de Barroteran,56,MX,1562177789,45,27.63,-101.28,89.18,5.17
The Valley,40,AI,1562177789,66,18.22,-63.06,86.0,13.87
Portland,20,US,1562177245,51,43.66,-70.25,90.0,8.05
General Pico,32,AR,1562177790,38,-35.66,-63.75,53.0,13.62
Bandarbeyla,10,SO,1562177790,50,9.49,50.81,83.24,21.03
Cabinda,21,AO,1562177790,83,-5.56,12.19,72.44,9.22
Cabinda,21,AO,1562177790,83,-5.56,12.19,72.44,9.22
Turukhansk,0,RU,1562177790,72,65.8,87.96,69.02,6.55
Turukhansk,0,RU,1562177790,72,65.8,87.96,69.02,6.55
Turukhansk,0,RU,1562177790,72,65.8,87.96,69.02,6.55
Monterey,1,US,1562177791,67,36.6,-121.89,70.0,12.75
Tosya,0,TR,1562177791,59,41.02,34.04,61.82,5.14
Tosya,0,TR,1562177791,59,41.02,34.04,61.82,5.14
Matara,20,BI,1562177791,65,-3.48,29.48,80.6,11.41
Andros Town,40,BS,1562177791,70,24.73,-77.79,87.8,8.05
Coihaique,90,CL,1562177554,82,-45.58,-72.07,42.8,3.36
Tasiilaq,90,GL,1562177792,87,65.61,-37.64,42.8,3.36
Svetlogorsk,75,RU,1562177792,93,53.14,59.15,57.2,9.57
Angoche,0,MZ,1562177792,91,-16.23,39.91,70.46,4.21
Batemans Bay,66,AU,1562177792,99,-35.71,150.18,42.01,2.89
Batemans Bay,66,AU,1562177792,99,-35.71,150.18,42.01,2.89
Verkhnyaya Maksakovka,40,RU,1562177792,93,61.63,50.97,64.0,2.24
Mayo,40,CA,1562177793,48,63.59,-135.9,64.4,2.24
Nevelsk,75,RU,1562177793,93,46.67,141.86,51.8,2.24
Tigil,0,RU,1562177793,75,57.8,158.67,44.72,6.93
Alyangula,48,AU,1562177793,93,-13.85,136.42,60.8,1.12
Muriti,20,TZ,1562177793,61,-1.99,32.93,77.0,9.1
Karla,0,EE,1562177793,58,59.37,24.93,60.01,23.04
Necochea,96,AR,1562177794,78,-38.55,-58.74,46.99,10.0
Manggar,73,ID,1562177804,92,-2.88,108.27,76.76,2.48
Manggar,73,ID,1562177804,92,-2.88,108.27,76.76,2.48
Bandundu,83,CD,1562177804,42,-3.32,17.38,84.14,0.87
Bolobo,88,CD,1562177804,46,-2.17,16.23,85.04,2.04
Port-Cartier,40,CA,1562177804,63,50.03,-66.88,66.2,8.05
Lokosovo,62,RU,1562177804,79,61.13,74.84,66.68,6.71
Muros,20,ES,1562177805,69,42.77,-9.06,81.0,10.29
Douentza,100,ML,1562177805,47,15.01,-2.95,87.2,11.25
Lewisporte,90,CA,1562177805,87,49.25,-55.06,57.2,6.93
Lazaro Cardenas,40,MX,1562177805,37,28.39,-105.62,88.0,6.51
Liberty,1,US,1562177562,62,39.64,-84.93,90.0,8.05
Zhangjiakou,0,CN,1562177805,45,40.77,114.88,62.54,2.3
Petropavlovka,100,RU,1562177806,98,50.61,105.32,54.44,3.6
Mbandaka,84,CD,1562177806,72,0.05,18.26,78.92,4.5
Astoria,90,US,1562177688,87,46.19,-123.83,64.0,3.51
Eirunepe,6,BR,1562177807,41,-6.66,-69.87,90.8,4.18
Progreso,75,UY,1562177807,75,-34.68,-56.22,48.2,13.87
Majene,33,ID,1562177807,78,-3.54,118.97,80.9,8.63
Belaya Gora,90,RU,1562177807,75,68.54,146.19,45.44,9.51
Kurgan,85,RU,1562177807,90,55.45,65.32,57.68,0.74
Sukhinichi,3,RU,1562177808,80,54.1,35.35,54.26,9.91
Hearst,45,CA,1562177808,31,49.69,-83.67,86.66,9.8
Muzhi,46,RU,1562177808,75,65.4,64.7,67.04,1.97
Itoman,40,JP,1562177808,88,26.12,127.67,82.4,10.29
Bugalagrande,75,CO,1562177808,69,4.21,-76.16,77.0,3.36
Mizdah,0,LY,1562177808,42,31.45,12.98,82.16,23.26
San Carlos de Bariloche,75,AR,1562177809,75,-41.13,-71.31,44.6,10.29
Daru,48,PG,1562177700,88,-9.07,143.21,72.26,6.15
Turochak,38,RU,1562177809,94,52.26,87.12,55.52,2.35
Samarai,54,PG,1562177809,90,-10.62,150.67,69.56,4.23
Dalvik,41,SE,1562177809,44,57.79,14.13,59.0,12.75
Boende,94,CD,1562177809,62,-0.28,20.88,81.8,1.03
Funtua,81,NG,1562177810,92,11.52,7.31,73.88,3.11
Alice Springs,0,AU,1562177783,47,-23.7,133.88,37.4,4.7
Kloulklubed,75,PW,1562177810,94,7.04,134.26,77.0,4.7
Nantucket,1,US,1562177810,45,41.28,-70.1,91.0,6.93
Morrinhos,41,BR,1562177810,62,-3.23,-40.13,85.58,10.07
Troitskoye,53,RU,1562177810,92,52.98,84.68,59.84,4.27
Palmer,0,AU,1562177810,75,-34.85,139.16,51.01,6.93
Erzin,20,TR,1562177811,74,36.95,36.2,82.4,8.05
Erzin,20,TR,1562177811,74,36.95,36.2,82.4,8.05
Krasnozerskoye,89,RU,1562177811,75,53.98,79.24,62.0,4.81
Krasnozerskoye,89,RU,1562177811,75,53.98,79.24,62.0,4.81
Latung,75,ID,1562177811,83,-8.45,120.42,70.46,4.47
Rosarito,40,CO,1562177811,69,4.91,-75.23,82.4,4.7
Comodoro Rivadavia,40,AR,1562177811,60,-45.87,-67.48,39.2,9.17
Srikakulam,83,IN,1562177812,64,18.29,83.89,83.78,5.1
Vostok,100,RU,1562177812,95,46.45,135.83,55.34,3.18
Taman,0,RU,1562177812,94,45.22,36.72,75.0,6.71
Chunoyar,20,RU,1562177812,52,57.45,97.32,65.24,4.72
Manicore,50,BR,1562177726,52,-5.81,-61.3,90.08,1.68
Luang Prabang,100,LA,1562177822,99,19.89,102.14,71.0,2.44
Doha,0,QA,1562177757,79,25.29,51.53,93.2,8.05
Poum,40,MK,1562177823,38,41.28,20.71,77.0,6.93
Saint Anthony,1,US,1562177823,46,43.97,-111.68,71.01,11.41
Hobyo,30,SO,1562177823,68,5.35,48.53,78.02,27.56
Kakhi,20,AZ,1562177823,41,41.42,46.93,78.8,11.41
Porto Recanati,40,IT,1562177823,58,43.44,13.66,84.99,4.7
Porto Recanati,40,IT,1562177823,58,43.44,13.66,84.99,4.7
Porto Recanati,40,IT,1562177823,58,43.44,13.66,84.99,4.7
Petropavlovsk-Kamchatskiy,90,RU,1562177824,100,53.05,158.65,46.4,2.24
Corinto,40,CO,1562177824,48,3.17,-76.26,86.0,5.82
San Cristobal,89,HN,1562177824,30,14.68,-86.92,85.94,12.5
Jardim,100,BR,1562177824,91,-21.48,-56.15,66.68,6.53
Jacmel,20,HT,1562177825,52,18.24,-72.54,91.4,5.82
Vuktyl,100,RU,1562177825,72,63.86,57.31,66.5,5.97
Vuktyl,100,RU,1562177825,72,63.86,57.31,66.5,5.97
Havoysund,75,NO,1562177557,100,71.0,24.66,44.6,9.17
Wesley,75,US,1562177825,69,43.09,-93.99,84.0,8.05
Kiruna,95,SE,1562177825,71,67.86,20.23,53.6,6.06
Lienz,75,AT,1562177825,87,46.83,12.77,64.99,1.48
Calpulalpan,90,MX,1562177826,40,19.59,-98.57,69.8,3.36
Calpulalpan,90,MX,1562177826,40,19.59,-98.57,69.8,3.36
Plettenberg Bay,0,ZA,1562177586,72,-34.05,23.37,55.52,2.68
Urdoma,49,RU,1562177826,92,61.74,48.55,58.94,4.27
Qasigiannguit,20,GL,1562177826,61,68.82,-51.19,46.4,6.93
Ranong,100,TH,1562177826,79,9.96,98.62,82.88,17.52
Sawakin,0,SD,1562177827,33,19.1,37.33,86.66,5.12
Punta Gorda,20,US,1562177827,66,26.93,-82.05,96.01,11.41
Sola,27,TZ,1562177699,42,-3.17,33.8,74.42,9.04
Norman Wells,75,CA,1562177827,82,65.28,-126.83,57.2,4.7
Norman Wells,75,CA,1562177827,82,65.28,-126.83,57.2,4.7
Luderitz,0,NA,1562177827,72,-26.65,15.16,60.8,11.41
Huarmey,54,PE,1562177827,84,-10.07,-78.15,63.08,13.15
Timra,0,SE,1562177828,36,62.49,17.33,60.8,10.29
Lufilufi,100,WS,1562177828,88,-13.87,-171.6,78.01,5.01
Puerto Madryn,35,AR,1562177538,48,-42.77,-65.04,42.02,16.49
Galesong,20,ID,1562177828,100,-5.32,119.37,73.4,1.12
Galesong,20,ID,1562177828,100,-5.32,119.37,73.4,1.12
Katangli,26,RU,1562177828,97,51.71,143.23,40.58,6.44
Svendborg,38,DK,1562177828,54,55.06,10.61,61.0,13.87
Puerto Rico,54,CO,1562177829,64,1.91,-75.15,72.26,3.47
Bowen,90,AU,1562177829,82,-20.01,148.25,70.0,8.05
